timestamp,cctv_id,cctv_name,latitude,longitude,image_path,flood_status
20251020_214359,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214359.jpg,Wet
20251020_214401,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214401.jpg,Wet
20251020_214402,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214402.jpg,Dry
20251020_214407,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214407.jpg,Wet
20251020_214408,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214408.jpg,Wet
20251020_214410,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214410.jpg,Wet
20251020_214415,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214415.jpg,Wet
20251020_214419,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214419.jpg,Wet
20251020_214422,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214422.jpg,Dry
20251020_214422,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214422.jpg,Dry
20251020_214427,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214427.jpg,Wet
20251020_214428,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214428.jpg,Wet
20251020_214430,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214430.jpg,Wet
20251020_214435,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214435.jpg,Dry
20251020_214439,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214439.jpg,Wet
20251020_214442,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214442.jpg,Wet
20251020_214442,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214442.jpg,Dry
20251020_214447,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214447.jpg,Wet
20251020_214448,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214448.jpg,Wet
20251020_214450,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214450.jpg,Wet
20251020_214455,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214455.jpg,Dry
20251020_214459,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214459.jpg,Wet
20251020_214502,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214502.jpg,Wet
20251020_214502,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214502.jpg,Dry
20251020_214507,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214507.jpg,Wet
20251020_214508,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214508.jpg,Wet
20251020_214510,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214510.jpg,Wet
20251020_214515,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214515.jpg,Wet
20251020_214519,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214519.jpg,Wet
20251020_214522,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214522.jpg,Wet
20251020_214522,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214522.jpg,Dry
20251020_214527,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214527.jpg,Wet
20251020_214528,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214528.jpg,Wet
20251020_214530,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214530.jpg,Wet
20251020_214535,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214535.jpg,Wet
20251020_214539,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214539.jpg,Wet
20251020_214542,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214542.jpg,Wet
20251020_214542,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214542.jpg,Dry
20251020_214547,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214547.jpg,Wet
20251020_214548,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214548.jpg,Wet
20251020_214550,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214550.jpg,Wet
20251020_214555,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214555.jpg,Dry
20251020_214559,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214559.jpg,Wet
20251020_214602,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214602.jpg,Wet
20251020_214602,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214602.jpg,Dry
20251020_214607,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214607.jpg,Wet
20251020_214608,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214608.jpg,Wet
20251020_214610,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214610.jpg,Wet
20251020_214615,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214615.jpg,Dry
20251020_214619,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214619.jpg,Wet
20251020_214622,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214622.jpg,Wet
20251020_214623,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214623.jpg,Dry
